htf,symbol,timeframe,scenario,entryAt,direction,htfTrend,trendAligned,pdZone,pdAligned,netR
4h,DOGE/USDT,30m,ote,1774263600000,short,bearish,true,premium,true,-1.013926042216781
4h,DOGE/USDT,30m,ote,1774263600000,short,bearish,true,premium,true,-1.0122646868987772
4h,DOGE/USDT,30m,breaker,1774555200000,short,range,,discount,false,0.18251225609756103
4h,DOGE/USDT,30m,ote,1774625400000,short,bearish,true,discount,false,-1.0695842293324669
4h,DOGE/USDT,30m,breaker,1774623600000,short,bearish,true,discount,false,-1.054543404255319
4h,DOGE/USDT,30m,breaker,1774738800000,long,bearish,false,discount,true,0.12505290540540737
4h,DOGE/USDT,30m,ote,1774724400000,long,bearish,false,premium,false,-1.0454450094971866
4h,DOGE/USDT,30m,deep,1774738800000,long,bearish,false,discount,true,-1.0927669567141067
4h,DOGE/USDT,30m,breaker,1774717200000,long,bearish,false,premium,false,-1.0358695774647886
4h,DOGE/USDT,30m,breaker,1775030400000,long,range,,premium,false,0.17004923410404688
4h,DOGE/USDT,30m,breaker,1775401200000,short,bullish,false,discount,false,-1.054528813559322
4h,DOGE/USDT,30m,breaker,1775583000000,short,bullish,false,discount,false,0.13851925977653512
4h,DOGE/USDT,30m,breaker,1775777400000,long,bullish,true,discount,true,0.15902040076335844
4h,DOGE/USDT,30m,breaker,1776094200000,long,bearish,false,premium,false,0.11029670634920347
4h,DOGE/USDT,30m,breaker,1776187800000,long,range,,premium,false,0.17505759732360082
4h,DOGE/USDT,30m,ote,1776184200000,long,range,,premium,false,0.3696734164809915
4h,DOGE/USDT,30m,deep,1776193200000,long,range,,premium,false,3.9478457640452485
4h,DOGE/USDT,30m,breaker,1776499200000,long,bullish,true,discount,true,0.8978958424182357
4h,DOGE/USDT,30m,breaker,1776450600000,long,bullish,true,premium,false,-1.0432547169811321
4h,DOGE/USDT,30m,breaker,1776603600000,short,bullish,false,discount,false,0.18225559090909138
4h,DOGE/USDT,30m,breaker,1776610800000,long,bullish,true,discount,true,-1.0785166666666666
4h,DOGE/USDT,30m,breaker,1776726000000,long,bearish,false,premium,false,-1.0914200000000005
4h,DOGE/USDT,30m,breaker,1776798000000,short,bearish,true,premium,true,0.11268520676691576
4h,DOGE/USDT,30m,breaker,1776898800000,long,bullish,true,premium,false,0.15593083333333446
4h,DOGE/USDT,30m,breaker,1776875400000,long,range,,premium,false,0.1694542415730328
4h,DOGE/USDT,30m,breaker,1777357800000,long,range,,premium,false,0.8590941525423723
4h,DOGE/USDT,30m,breaker,1777480200000,long,bullish,true,premium,false,0.19535071299638998
4h,DOGE/USDT,30m,breaker,1777473000000,long,bullish,true,premium,false,0.19725651916572706
4h,DOGE/USDT,30m,ote,1777480200000,long,bullish,true,premium,false,0.388161137627421
4h,DOGE/USDT,30m,breaker,1777469400000,long,bullish,true,premium,false,0.19007247314715384
4h,DOGE/USDT,30m,breaker,1777627800000,long,range,,premium,false,0.14078006880733937
4h,DOGE/USDT,30m,ote,1777888800000,long,bearish,false,premium,false,0.3265552093543589
4h,DOGE/USDT,30m,breaker,1777888800000,long,bearish,false,premium,false,0.14944769455252802
4h,DOGE/USDT,30m,ote,1777888800000,long,bearish,false,premium,false,0.3804135914540495
4h,DOGE/USDT,30m,breaker,1778290200000,short,range,,discount,false,0.1831354770992372
4h,DOGE/USDT,30m,ote,1778286600000,short,range,,discount,false,-1.0210960976801755
4h,DOGE/USDT,30m,ote,1778459400000,long,range,,premium,false,0.3599634744390476
4h,DOGE/USDT,30m,deep,1778592600000,long,bearish,false,discount,true,3.929403522132315
4h,DOGE/USDT,30m,breaker,1778607000000,short,bearish,true,discount,false,-1.0520003367003368
4h,DOGE/USDT,30m,breaker,1778675400000,long,range,,premium,false,0.8785722517321017
4h,DOGE/USDT,30m,breaker,1779033600000,long,range,,discount,true,0.13542322815534052
4h,DOGE/USDT,30m,breaker,1779345000000,long,bearish,false,premium,false,0.13737472772277295
4h,DOGE/USDT,30m,breaker,1779559200000,short,range,,premium,true,0.1741322674418606
4h,DOGE/USDT,30m,breaker,1779631200000,long,bearish,false,premium,false,0.17689665433403862
4h,DOGE/USDT,30m,breaker,1780066800000,short,bearish,true,premium,true,0.16575009036144522
4h,DOGE/USDT,30m,breaker,1780263000000,short,bullish,false,premium,true,0.08206853773584656
4h,DOGE/USDT,30m,breaker,1780542000000,short,bearish,true,discount,false,0.19437513636363643
4h,DOGE/USDT,30m,ote,1781024400000,short,bullish,false,discount,false,0.3335445741655478
4h,DOGE/USDT,30m,deep,1781199000000,short,bearish,true,premium,true,-1.143110854990404
4h,DOGE/USDT,30m,breaker,1781024400000,short,bullish,false,discount,false,0.15539073529411895
4h,DOGE/USDT,30m,ote,1781139600000,short,bearish,true,discount,false,-1.0591473282442745
4h,DOGE/USDT,30m,deep,1781148600000,short,bearish,true,premium,true,-1.1224413612565438
4h,DOGE/USDT,30m,breaker,1781136000000,short,bearish,true,discount,false,-1.0463399999999998
4h,DOGE/USDT,30m,breaker,1781245800000,long,range,,premium,false,0.8816082152588542
4h,DOGE/USDT,30m,ote,1781303400000,long,bullish,true,premium,false,0.3720090963613671
4h,DOGE/USDT,30m,breaker,1781278200000,long,range,,premium,false,0.18517444974003416
4h,DOGE/USDT,30m,ote,1781515800000,long,range,,premium,false,0.3506293490514356
4h,DOGE/USDT,30m,ote,1781598600000,short,bullish,false,premium,true,1.3777419847328296
4h,DOGE/USDT,30m,breaker,1781598600000,short,bullish,false,premium,true,0.1602524999999991
4h,DOGE/USDT,30m,ote,1781623800000,short,bullish,false,discount,false,0.33496067824866466
4h,DOGE/USDT,30m,breaker,1781832600000,short,bearish,true,discount,false,0.8370185036496347
4h,DOGE/USDT,30m,breaker,1781917200000,long,range,,premium,false,0.08434416666667008
4h,DOGE/USDT,30m,ote,1782088200000,short,bullish,false,discount,false,-1.1427184771971026
4h,DOGE/USDT,30m,deep,1782090000000,short,bullish,false,premium,true,-1.2943966572694323
4h,DOGE/USDT,30m,breaker,1782088200000,short,bullish,false,discount,false,-1.112026923076923
4h,DOGE/USDT,30m,ote,1782138600000,long,bullish,true,premium,false,-1.069988375963243
4h,DOGE/USDT,30m,deep,1782153000000,long,bullish,true,discount,true,-1.143267181955782
4h,DOGE/USDT,30m,breaker,1782669600000,short,bearish,true,discount,false,0.11619221962616819
4h,DOGE/USDT,30m,breaker,1782842400000,short,range,,discount,false,-1.184532727272729
4h,DOGE/USDT,30m,breaker,1782837000000,short,range,,discount,false,-1.0357736842105265
4h,DOGE/USDT,30m,breaker,1782946800000,long,range,,premium,false,0.8735548765432118
4h,DOGE/USDT,30m,breaker,1783022400000,long,bullish,true,premium,false,0.871134610389612
4h,DOGE/USDT,30m,ote,1783184400000,long,bullish,true,premium,false,0.3284327301856515
4h,DOGE/USDT,30m,deep,1783209600000,long,bullish,true,premium,false,-1.1491971882877647
4h,DOGE/USDT,30m,ote,1783263600000,short,bullish,false,premium,true,0.35123029088179636
4h,DOGE/USDT,30m,deep,1783287000000,short,bullish,false,premium,true,1.2503738445892494
4h,DOGE/USDT,30m,breaker,1783254600000,short,bullish,false,premium,true,0.16929170863309256
4h,DOGE/USDT,30m,ote,1783351800000,short,range,,discount,false,0.35871004158133
4h,DOGE/USDT,30m,deep,1783371600000,short,range,,premium,true,1.2657641169710099
4h,DOGE/USDT,30m,ote,1783438200000,short,bearish,true,discount,false,0.3661374483638246
4h,DOGE/USDT,30m,breaker,1783638000000,long,bearish,false,premium,false,0.8261392857142831
4h,DOGE/USDT,1h,breaker,1712674800000,long,bullish,true,discount,true,0.19279705357142873
4h,DOGE/USDT,1h,ote,1713074400000,short,range,,discount,false,0.3890142544451084
4h,DOGE/USDT,1h,breaker,1713049200000,short,range,,discount,false,0.19898990399385538
4h,DOGE/USDT,1h,ote,1714237200000,short,bearish,true,premium,true,1.3982347279101044
4h,DOGE/USDT,1h,breaker,1714237200000,short,bearish,true,discount,false,0.8851622961373383
4h,DOGE/USDT,1h,ote,1714680000000,long,range,,premium,false,1.4067725322799483
4h,DOGE/USDT,1h,ote,1715050800000,long,range,,discount,true,-1.0056370919497677
4h,DOGE/USDT,1h,breaker,1715583600000,short,range,,discount,false,-1.0171026402640264
4h,DOGE/USDT,1h,ote,1715580000000,short,range,,discount,false,-1.0464765062912902
4h,DOGE/USDT,1h,deep,1715583600000,short,range,,discount,false,-1.0963699841490946
4h,DOGE/USDT,1h,breaker,1715580000000,short,range,,discount,false,-1.036380733944954
4h,DOGE/USDT,1h,breaker,1715702400000,long,range,,discount,true,0.8922810946745563
4h,DOGE/USDT,1h,ote,1715868000000,long,bullish,true,discount,true,0.38323338206425234
4h,DOGE/USDT,1h,breaker,1716170400000,short,range,,discount,false,0.16484512295081952
4h,DOGE/USDT,1h,breaker,1716469200000,long,range,,discount,true,0.1892417572741198
4h,DOGE/USDT,1h,breaker,1716526800000,short,bearish,true,discount,false,0.18681284482758667
4h,DOGE/USDT,1h,breaker,1717768800000,short,range,,discount,false,0.8675974778761064
4h,DOGE/USDT,1h,breaker,1718200800000,short,bearish,true,premium,true,0.903701818181818
4h,DOGE/USDT,1h,breaker,1718010000000,short,bearish,true,premium,true,0.1607770882352927
4h,DOGE/USDT,1h,breaker,1718614800000,short,range,,discount,false,0.15663878808864423
4h,DOGE/USDT,1h,ote,1719284400000,short,range,,premium,true,1.4043781741485817
4h,DOGE/USDT,1h,breaker,1719284400000,short,range,,premium,true,0.18293321528751783
4h,DOGE/USDT,1h,ote,1719421200000,long,range,,premium,false,-1.017753280640552
4h,DOGE/USDT,1h,breaker,1719730800000,short,range,,discount,false,-1.0766795555555555
4h,DOGE/USDT,1h,breaker,1719831600000,long,bearish,false,premium,false,0.16376060432570091
4h,DOGE/USDT,1h,breaker,1721358000000,short,range,,discount,false,0.162273732876712
4h,DOGE/USDT,1h,breaker,1721584800000,long,range,,premium,false,0.894202401812689
4h,DOGE/USDT,1h,breaker,1721959200000,short,bearish,true,discount,false,-1.0271697193500737
4h,DOGE/USDT,1h,breaker,1722474000000,short,bearish,true,discount,false,0.16718686018957354
4h,DOGE/USDT,1h,breaker,1723118400000,short,range,,premium,true,-1.0044565351102
4h,DOGE/USDT,1h,ote,1723154400000,short,range,,premium,true,-1.0054628232284881
4h,DOGE/USDT,1h,breaker,1722902400000,short,bearish,true,premium,true,-1.0041439790575917
4h,DOGE/USDT,1h,breaker,1723381200000,long,bullish,true,discount,true,0.15427425276752815
4h,DOGE/USDT,1h,ote,1723730400000,short,bearish,true,discount,false,0.3568954911892698
4h,DOGE/USDT,1h,deep,1724112000000,short,range,,premium,true,1.2620305132847258
4h,DOGE/USDT,1h,breaker,1723712400000,short,bearish,true,discount,false,0.1737445560747662
4h,DOGE/USDT,1h,ote,1723788000000,short,bearish,true,premium,true,-1.0209180145871233
4h,DOGE/USDT,1h,deep,1724112000000,short,range,,premium,true,-1.0437810457211487
4h,DOGE/USDT,1h,ote,1724292000000,long,bullish,true,premium,false,0.3782258467023177
4h,DOGE/USDT,1h,ote,1724421600000,long,bullish,true,discount,true,0.3804687437126453
4h,DOGE/USDT,1h,ote,1725271200000,short,bearish,true,discount,false,0.37415347058589504
4h,DOGE/USDT,1h,deep,1725328800000,short,bearish,true,premium,true,1.2975403871217588
4h,DOGE/USDT,1h,ote,1725692400000,short,range,,discount,false,-1.0224691862495634
4h,DOGE/USDT,1h,deep,1725764400000,short,bearish,true,premium,true,-1.0469727235396775
4h,DOGE/USDT,1h,ote,1726027200000,long,bullish,true,premium,false,0.3847282181056897
4h,DOGE/USDT,1h,breaker,1726311600000,long,bullish,true,premium,false,0.18576762622720927
4h,DOGE/USDT,1h,ote,1726704000000,short,range,,premium,true,-1.0882665388428963
4h,DOGE/USDT,1h,deep,1726761600000,short,range,,premium,true,-1.1823568050537092
4h,DOGE/USDT,1h,breaker,1726704000000,short,range,,premium,true,-1.0692276995305166
4h,DOGE/USDT,1h,ote,1726585200000,short,range,,discount,false,-1.0232893793561235
4h,DOGE/USDT,1h,deep,1726704000000,short,range,,premium,true,-1.048660346005008
4h,DOGE/USDT,1h,ote,1726783200000,long,range,,premium,false,0.37537819558319985
4h,DOGE/USDT,1h,ote,1726999200000,long,bullish,true,discount,true,1.4132969016023251
4h,DOGE/USDT,1h,ote,1727589600000,long,bullish,true,premium,false,-1.0253326848887794
4h,DOGE/USDT,1h,deep,1727654400000,long,bullish,true,discount,true,-1.0513840060800541
4h,DOGE/USDT,1h,breaker,1728050400000,long,bearish,false,premium,false,0.8873398006932409
4h,DOGE/USDT,1h,ote,1729497600000,long,bullish,true,premium,false,-1.0256582192973565
4h,DOGE/USDT,1h,deep,1729515600000,long,bullish,true,discount,true,-1.0520538229521523
4h,DOGE/USDT,1h,ote,1729936800000,short,range,,discount,false,-1.0231345464228652
4h,DOGE/USDT,1h,deep,1730034000000,short,range,,premium,true,-1.0483417630585656
4h,DOGE/USDT,1h,ote,1730397600000,long,bullish,true,discount,true,1.423848638051141
4h,DOGE/USDT,1h,ote,1730466000000,short,range,,discount,false,0.3674906203386852
4h,DOGE/USDT,1h,breaker,1730466000000,short,range,,discount,false,0.1820723275862065
4h,DOGE/USDT,1h,breaker,1730714400000,short,bearish,true,premium,true,0.17624065602836808
4h,DOGE/USDT,1h,ote,1730880000000,long,bullish,true,premium,false,1.4245096788354945
4h,DOGE/USDT,1h,breaker,1732003200000,long,bullish,true,premium,false,0.8904092409033884
4h,DOGE/USDT,1h,ote,1732449600000,long,range,,discount,true,0.3881805675549509
4h,DOGE/USDT,1h,breaker,1732377600000,long,bearish,false,premium,false,0.19788522609819117
4h,DOGE/USDT,1h,ote,1732377600000,long,bearish,false,premium,false,0.38981457771899564
4h,DOGE/USDT,1h,breaker,1732377600000,long,bearish,false,premium,false,0.19916955808713063
4h,DOGE/USDT,1h,ote,1732582800000,short,range,,discount,false,0.37974787130488225
4h,DOGE/USDT,1h,breaker,1732690800000,short,bearish,true,premium,true,-1.0075322738386308
4h,DOGE/USDT,1h,breaker,1733752800000,short,range,,discount,false,0.17946038775961162
4h,DOGE/USDT,1h,breaker,1733788800000,short,range,,discount,false,0.19670250000000003
4h,DOGE/USDT,1h,breaker,1734235200000,short,bearish,true,premium,true,0.16670176362297562
4h,DOGE/USDT,1h,breaker,1734757200000,short,bearish,true,premium,true,0.9076384368530022
4h,DOGE/USDT,1h,ote,1734786000000,long,bearish,false,discount,true,0.3889370677918658
4h,DOGE/USDT,1h,ote,1736247600000,long,range,,premium,false,-1.0681604988496292
4h,DOGE/USDT,1h,deep,1736247600000,long,range,,premium,false,-1.1395061573188714
4h,DOGE/USDT,1h,breaker,1736247600000,long,range,,premium,false,-1.0537239520958084
4h,DOGE/USDT,1h,ote,1736434800000,short,bearish,true,discount,false,0.3727892953304748
4h,DOGE/USDT,1h,deep,1736492400000,short,bearish,true,premium,true,-1.0561497370486197
4h,DOGE/USDT,1h,breaker,1736640000000,long,bullish,true,premium,false,-1.026348861047836
4h,DOGE/USDT,1h,ote,1737273600000,long,bullish,true,discount,true,-1.0070374810393519
4h,DOGE/USDT,1h,breaker,1737176400000,long,bullish,true,premium,false,-1.0056812600969305
4h,DOGE/USDT,1h,ote,1737273600000,long,bullish,true,discount,true,-1.0038571902811981
4h,DOGE/USDT,1h,ote,1737295200000,short,range,,discount,false,0.3731368536772144
4h,DOGE/USDT,1h,deep,1737316800000,short,bearish,true,premium,true,3.9551317768593455
4h,DOGE/USDT,1h,breaker,1737295200000,short,range,,discount,false,0.1865102669902912
4h,DOGE/USDT,1h,ote,1737352800000,short,bearish,true,discount,false,0.3876622275199803
4h,DOGE/USDT,1h,ote,1737457200000,short,bearish,true,premium,true,1.4242205999254705
4h,DOGE/USDT,1h,deep,1737457200000,short,bearish,true,premium,true,3.987315684663397
4h,DOGE/USDT,1h,breaker,1738335600000,short,bullish,false,premium,true,0.8932133473861713
4h,DOGE/USDT,1h,breaker,1738022400000,short,bearish,true,premium,true,0.9043592543527632
4h,DOGE/USDT,1h,breaker,1738926000000,short,bearish,true,premium,true,0.18109953328509443
4h,DOGE/USDT,1h,ote,1739278800000,long,range,,premium,false,0.3760684637715808
4h,DOGE/USDT,1h,deep,1739368800000,long,bullish,true,discount,true,1.3037016034671802
4h,DOGE/USDT,1h,breaker,1739278800000,long,range,,premium,false,0.18836511252446192
4h,DOGE/USDT,1h,ote,1739278800000,long,range,,premium,false,0.3810878099812998
4h,DOGE/USDT,1h,deep,1739300400000,long,bullish,true,discount,true,1.3140293681814192
4h,DOGE/USDT,1h,ote,1739570400000,long,range,,premium,false,-1.0118901624945102
4h,DOGE/USDT,1h,deep,1739854800000,long,bearish,false,discount,true,-1.0237247846091233
4h,DOGE/USDT,1h,ote,1740009600000,short,bearish,true,premium,true,1.4205390044910478
4h,DOGE/USDT,1h,breaker,1740150000000,long,range,,premium,false,-1.0476922043010752
4h,DOGE/USDT,1h,ote,1740754800000,short,range,,discount,false,-1.0236626332750693
4h,DOGE/USDT,1h,deep,1740794400000,short,bearish,true,premium,true,-1.0494283501418964
4h,DOGE/USDT,1h,breaker,1740754800000,short,range,,discount,false,-1.0184490297542044
4h,DOGE/USDT,1h,ote,1740794400000,short,bearish,true,premium,true,0.39237321556615357
4h,DOGE/USDT,1h,ote,1741024800000,long,bullish,true,discount,true,0.36088690287579883
4h,DOGE/USDT,1h,deep,1741028400000,long,bullish,true,discount,true,-1.077283028746419
4h,DOGE/USDT,1h,breaker,1741024800000,long,bullish,true,discount,true,0.176432405660378
4h,DOGE/USDT,1h,breaker,1741269600000,long,range,,premium,false,-1.012551645804358
4h,DOGE/USDT,1h,breaker,1741716000000,short,bearish,true,premium,true,0.20117181381518753
4h,DOGE/USDT,1h,breaker,1742403600000,long,bearish,false,premium,false,0.17361820921985746
4h,DOGE/USDT,1h,breaker,1742749200000,long,range,,premium,false,0.13679996913580272
4h,DOGE/USDT,1h,breaker,1743148800000,long,range,,discount,true,-1.0059281078251767
4h,DOGE/USDT,1h,breaker,1744110000000,short,bearish,true,premium,true,0.19358132420091317
4h,DOGE/USDT,1h,breaker,1744689600000,short,bullish,false,discount,false,0.18091799132948042
4h,DOGE/USDT,1h,breaker,1744916400000,long,bearish,false,premium,false,0.15853083333333323
4h,DOGE/USDT,1h,breaker,1745251200000,long,bearish,false,premium,false,0.17546468749999908
4h,DOGE/USDT,1h,breaker,1745467200000,long,bullish,true,premium,false,0.1935592334009122
4h,DOGE/USDT,1h,breaker,1745636400000,long,bullish,true,premium,false,-1.016120895522388
