htf,symbol,timeframe,scenario,entryAt,direction,htfTrend,trendAligned,pdZone,pdAligned,netR
4h,TON/USDT,1h,deep,1720054800000,long,bullish,true,discount,true,-1.062673145927951
4h,TON/USDT,1h,breaker,1719993600000,long,range,,premium,false,-1.0243737417444774
4h,TON/USDT,1h,breaker,1720242000000,short,bearish,true,premium,true,0.19177803778268096
4h,TON/USDT,1h,ote,1720177200000,short,bearish,true,discount,false,0.3905568657434827
4h,TON/USDT,1h,ote,1721361600000,short,range,,premium,true,0.3142290712468185
4h,TON/USDT,1h,breaker,1721224800000,short,bullish,false,discount,false,0.1402087500000014
4h,TON/USDT,1h,ote,1721282400000,short,bullish,false,discount,false,1.409553476954406
4h,TON/USDT,1h,breaker,1721570400000,short,bullish,false,discount,false,0.15129869377162497
4h,TON/USDT,1h,breaker,1721804400000,short,bearish,true,discount,false,0.8885478477862199
4h,TON/USDT,1h,breaker,1721998800000,short,bearish,true,premium,true,0.1662217239858909
4h,TON/USDT,1h,ote,1722261600000,long,bearish,false,premium,false,0.3498432857016454
4h,TON/USDT,1h,deep,1722297600000,long,range,,discount,true,1.249740896757838
4h,TON/USDT,1h,ote,1722456000000,long,bullish,true,premium,false,-1.0368448634499499
4h,TON/USDT,1h,breaker,1722492000000,short,bullish,false,discount,false,-1.0528531111111112
4h,TON/USDT,1h,ote,1722603600000,short,bullish,false,discount,false,1.3945700581064153
4h,TON/USDT,1h,breaker,1723093200000,short,range,,premium,true,0.2017452571607551
4h,TON/USDT,1h,ote,1722776400000,short,bearish,true,premium,true,1.4203881889453442
4h,TON/USDT,1h,ote,1723093200000,short,range,,premium,true,-1.0085972887921162
4h,TON/USDT,1h,breaker,1722924000000,short,range,,premium,true,-1.0066076689906032
4h,TON/USDT,1h,breaker,1723406400000,long,bullish,true,discount,true,0.19957307954696
4h,TON/USDT,1h,ote,1723716000000,long,bullish,true,discount,true,0.3725247019636649
4h,TON/USDT,1h,breaker,1723701600000,long,bullish,true,discount,true,0.18557971574344057
4h,TON/USDT,1h,ote,1723716000000,long,bullish,true,discount,true,-1.0042636371399538
4h,TON/USDT,1h,breaker,1724025600000,long,range,,premium,false,-1.0186336818821637
4h,TON/USDT,1h,ote,1724238000000,short,bearish,true,premium,true,0.34604064998935447
4h,TON/USDT,1h,deep,1724511600000,short,range,,premium,true,3.903667541421595
4h,TON/USDT,1h,breaker,1724191200000,short,range,,discount,false,0.16521265089163314
4h,TON/USDT,1h,ote,1724403600000,short,bearish,true,premium,true,0.33714403958652095
4h,TON/USDT,1h,deep,1724436000000,short,bearish,true,premium,true,-1.135134915100669
4h,TON/USDT,1h,breaker,1724295600000,short,bearish,true,discount,false,0.15821991511500585
4h,TON/USDT,1h,ote,1724731200000,short,bearish,true,discount,false,-1.0137189646871174
4h,TON/USDT,1h,deep,1724853600000,short,range,,premium,true,-1.0289683409530739
4h,TON/USDT,1h,breaker,1725048000000,short,range,,discount,false,0.16177510273972712
4h,TON/USDT,1h,ote,1726027200000,long,range,,premium,false,0.38823407353274403
4h,TON/USDT,1h,ote,1726207200000,long,bullish,true,premium,false,0.3745629945616923
4h,TON/USDT,1h,ote,1726394400000,long,bullish,true,discount,true,-1.0464847863934645
4h,TON/USDT,1h,breaker,1726311600000,long,bullish,true,premium,false,-1.036686842105263
4h,TON/USDT,1h,breaker,1726412400000,short,bullish,false,discount,false,0.14066176251097562
4h,TON/USDT,1h,ote,1726880400000,long,range,,discount,true,0.33742687617726
4h,TON/USDT,1h,deep,1726891200000,long,range,,discount,true,1.2241929965322578
4h,TON/USDT,1h,breaker,1726873200000,long,range,,discount,true,0.15799282467532397
4h,TON/USDT,1h,ote,1726783200000,long,range,,premium,false,0.3726687138412866
4h,TON/USDT,1h,deep,1726880400000,long,range,,discount,true,1.296706306490183
4h,TON/USDT,1h,breaker,1727240400000,long,range,,premium,false,0.8821296153846161
4h,TON/USDT,1h,breaker,1727503200000,long,bullish,true,premium,false,-1.0355924017467248
4h,TON/USDT,1h,breaker,1727607600000,short,bullish,false,discount,false,0.14264672442244347
4h,TON/USDT,1h,breaker,1727848800000,short,bearish,true,discount,false,0.9001115156029478
4h,TON/USDT,1h,ote,1728964800000,long,range,,premium,false,-1.027634733634787
4h,TON/USDT,1h,ote,1728997200000,short,range,,premium,true,0.3155994459109139
4h,TON/USDT,1h,breaker,1729501200000,long,range,,premium,false,-1.036835020242915
4h,TON/USDT,1h,breaker,1729544400000,short,bullish,false,discount,false,0.16467211424332442
4h,TON/USDT,1h,breaker,1729929600000,short,bearish,true,premium,true,0.1897872589792065
4h,TON/USDT,1h,ote,1730685600000,short,range,,premium,true,1.3609738227978454
4h,TON/USDT,1h,deep,1730944800000,short,range,,premium,true,-1.1696570798282238
4h,TON/USDT,1h,breaker,1730682000000,short,range,,premium,true,0.8558752247191004
4h,TON/USDT,1h,ote,1730822400000,short,bearish,true,discount,false,-1.0343796989841276
4h,TON/USDT,1h,deep,1730862000000,short,bearish,true,premium,true,-1.071479694768388
4h,TON/USDT,1h,breaker,1730815200000,short,bearish,true,discount,false,-1.0268726434015243
4h,TON/USDT,1h,ote,1730959200000,long,range,,premium,false,1.4113006207071852
4h,TON/USDT,1h,breaker,1731272400000,long,bullish,true,discount,true,0.17998620660053363
4h,TON/USDT,1h,ote,1731272400000,long,bullish,true,discount,true,1.4166897300786825
4h,TON/USDT,1h,breaker,1731272400000,long,bullish,true,discount,true,0.19387277182866564
4h,TON/USDT,1h,ote,1731272400000,long,bullish,true,discount,true,0.3860245057691671
4h,TON/USDT,1h,ote,1731268800000,long,bullish,true,premium,false,0.38733433591614275
4h,TON/USDT,1h,breaker,1731805200000,long,range,,premium,false,0.894334440145653
4h,TON/USDT,1h,ote,1732186800000,long,bearish,false,premium,false,0.364386975029733
4h,TON/USDT,1h,ote,1732449600000,long,range,,discount,true,0.3908942809743189
4h,TON/USDT,1h,breaker,1732442400000,long,range,,premium,false,0.1964461222975837
4h,TON/USDT,1h,ote,1732629600000,short,range,,discount,false,-1.027260965744093
4h,TON/USDT,1h,deep,1732658400000,short,range,,premium,true,-1.0568322488870603
4h,TON/USDT,1h,breaker,1733108400000,long,bullish,true,discount,true,0.19561994655581968
4h,TON/USDT,1h,breaker,1733148000000,short,range,,discount,false,0.17836881676443392
4h,TON/USDT,1h,breaker,1733356800000,long,range,,premium,false,0.18529812402496076
4h,TON/USDT,1h,breaker,1733328000000,long,range,,premium,false,-1.0151179683678462
4h,TON/USDT,1h,breaker,1733925600000,short,range,,premium,true,0.9027641694078947
4h,TON/USDT,1h,ote,1734742800000,short,bearish,true,premium,true,1.4267634094178108
4h,TON/USDT,1h,breaker,1735200000000,long,bullish,true,discount,true,0.1894848849372382
4h,TON/USDT,1h,ote,1735308000000,long,bullish,true,premium,false,-1.058401329849038
4h,TON/USDT,1h,deep,1735311600000,long,bullish,true,premium,false,-1.1194257729354555
4h,TON/USDT,1h,ote,1736002800000,long,bullish,true,discount,true,0.3154578647085251
4h,TON/USDT,1h,deep,1736064000000,long,bullish,true,discount,true,1.1789897425678002
4h,TON/USDT,1h,breaker,1736002800000,long,bullish,true,discount,true,0.14072518166089892
4h,TON/USDT,1h,ote,1736348400000,short,bullish,false,discount,false,0.38330949404808085
4h,TON/USDT,1h,breaker,1736690400000,long,range,,premium,false,0.16952089000515255
4h,TON/USDT,1h,breaker,1736661600000,long,range,,premium,false,-1.0273481855592967
4h,TON/USDT,1h,breaker,1737356400000,short,bearish,true,premium,true,0.18576664141414198
4h,TON/USDT,1h,ote,1737295200000,short,bearish,true,discount,false,0.38435737947964654
4h,TON/USDT,1h,breaker,1737568800000,long,bullish,true,premium,false,0.16812517329392812
4h,TON/USDT,1h,breaker,1737640800000,short,bullish,false,discount,false,0.17239259756097652
4h,TON/USDT,1h,breaker,1738011600000,short,bearish,true,premium,true,0.874500878136203
4h,TON/USDT,1h,breaker,1737982800000,short,range,,discount,false,0.8971405209742892
4h,TON/USDT,1h,ote,1737986400000,short,range,,discount,false,1.4161974491106393
4h,TON/USDT,1h,breaker,1738508400000,short,range,,discount,false,0.8953530032379935
4h,TON/USDT,1h,breaker,1739134800000,long,bearish,false,premium,false,-1.0579521452145215
4h,TON/USDT,1h,ote,1739397600000,short,range,,discount,false,0.3520191864828735
4h,TON/USDT,1h,deep,1739404800000,short,bearish,true,premium,true,1.2519970695694764
4h,TON/USDT,1h,breaker,1739311200000,short,range,,discount,false,0.16991178057553935
4h,TON/USDT,1h,ote,1739379600000,short,range,,discount,false,0.36753893958449196
4h,TON/USDT,1h,deep,1739397600000,short,range,,premium,true,3.9444995727267367
4h,TON/USDT,1h,ote,1740016800000,short,bearish,true,discount,false,-1.0480760587733406
4h,TON/USDT,1h,deep,1740128400000,short,bearish,true,premium,true,-1.0996612099367686
4h,TON/USDT,1h,breaker,1740002400000,short,bearish,true,discount,false,-1.0376379821958457
4h,TON/USDT,1h,breaker,1740150000000,long,range,,premium,false,0.1489697419928823
4h,TON/USDT,1h,breaker,1740369600000,long,bullish,true,discount,true,-1.0268293743372217
4h,TON/USDT,1h,breaker,1740513600000,short,bearish,true,discount,false,0.18811570545924036
4h,TON/USDT,1h,breaker,1740927600000,short,range,,premium,true,0.9009454282705355
4h,TON/USDT,1h,breaker,1741096800000,short,range,,discount,false,0.9025371337849281
4h,TON/USDT,1h,ote,1741096800000,short,range,,discount,false,0.39106374440359865
4h,TON/USDT,1h,ote,1741698000000,short,bearish,true,premium,true,0.3715973846830802
4h,TON/USDT,1h,deep,1741766400000,short,bearish,true,premium,true,-1.0587908535939126
4h,TON/USDT,1h,breaker,1741680000000,short,bearish,true,discount,false,0.1853002443609017
4h,TON/USDT,1h,breaker,1742418000000,long,bullish,true,premium,false,0.18978634984025558
4h,TON/USDT,1h,ote,1742659200000,short,range,,discount,false,-1.0194389163557418
4h,TON/USDT,1h,breaker,1742972400000,short,bearish,true,premium,true,0.16912658536585362
4h,TON/USDT,1h,breaker,1743213600000,long,range,,discount,true,0.18440902073732693
4h,TON/USDT,1h,ote,1744232400000,short,range,,premium,true,1.39331981614717
4h,TON/USDT,1h,breaker,1744221600000,short,range,,premium,true,0.8812991754916792
4h,TON/USDT,1h,ote,1745308800000,short,bullish,false,discount,false,-1.0394519206031754
4h,TON/USDT,1h,deep,1745348400000,short,range,,premium,true,-1.0819162554819266
4h,TON/USDT,1h,breaker,1745283600000,short,bullish,false,discount,false,-1.030859409594096
4h,TON/USDT,1h,breaker,1745420400000,long,range,,premium,false,0.8906803576942871
4h,TON/USDT,1h,breaker,1747072800000,long,bullish,true,discount,true,0.19174690993788784
4h,TON/USDT,1h,ote,1747072800000,long,bullish,true,discount,true,-1.0123780650437832
4h,TON/USDT,1h,breaker,1746946800000,long,bullish,true,premium,false,0.19507418081304434
4h,TON/USDT,1h,ote,1747155600000,short,bearish,true,discount,false,1.4113861993898849
4h,TON/USDT,1h,breaker,1747152000000,short,bearish,true,discount,false,0.8954993527204504
4h,TON/USDT,1h,breaker,1747674000000,short,range,,discount,false,-1.0230510852302805
4h,TON/USDT,1h,ote,1747771200000,short,range,,premium,true,-1.0092457921846376
4h,TON/USDT,1h,deep,1747803600000,short,range,,premium,true,-1.0447878924166907
4h,TON/USDT,1h,breaker,1747998000000,long,range,,premium,false,0.16404204545454537
4h,TON/USDT,1h,breaker,1748379600000,short,range,,premium,true,-1.0223577709611453
4h,TON/USDT,1h,breaker,1748210400000,short,bullish,false,discount,false,0.1424945840064622
4h,TON/USDT,1h,breaker,1748466000000,long,range,,premium,false,0.1920905218260064
4h,TON/USDT,1h,breaker,1748721600000,short,bearish,true,discount,false,0.19211484567901255
4h,TON/USDT,1h,breaker,1749207600000,short,range,,premium,true,-1.0424602649006622
4h,TON/USDT,1h,breaker,1749564000000,long,range,,premium,false,-1.0529220943613349
4h,TON/USDT,1h,breaker,1749643200000,short,range,,discount,false,0.17112272382094285
4h,TON/USDT,1h,ote,1750716000000,short,bearish,true,premium,true,0.371398658897861
4h,TON/USDT,1h,breaker,1750708800000,short,bearish,true,premium,true,0.1851440458937193
4h,TON/USDT,1h,ote,1750683600000,short,bearish,true,premium,true,-1.0191258526776128
4h,TON/USDT,1h,breaker,1750676400000,short,bearish,true,discount,false,-1.0148831202046036
4h,TON/USDT,1h,breaker,1750899600000,short,bearish,true,premium,true,0.1280721280991733
4h,TON/USDT,1h,breaker,1751205600000,long,range,,premium,false,0.8398086916835699
4h,TON/USDT,1h,breaker,1751338800000,long,bullish,true,discount,true,-1.040378048780488
4h,TON/USDT,1h,ote,1751338800000,long,bullish,true,premium,false,-1.0371440810291623
4h,TON/USDT,1h,ote,1751472000000,short,range,,premium,true,0.35159592851014965
4h,TON/USDT,1h,breaker,1751472000000,short,range,,premium,true,0.169579099808977
4h,TON/USDT,1h,ote,1751464800000,short,range,,discount,false,0.3652126412765414
4h,TON/USDT,1h,deep,1751493600000,short,range,,premium,true,1.2791438116318383
4h,TON/USDT,1h,breaker,1751389200000,short,bullish,false,discount,false,0.18028183604336098
4h,TON/USDT,1h,ote,1751875200000,long,bullish,true,discount,true,1.3896962945145312
4h,TON/USDT,1h,deep,1751904000000,long,bullish,true,discount,true,3.917759391330919
4h,TON/USDT,1h,breaker,1751832000000,long,bullish,true,discount,true,0.17088786144578397
4h,TON/USDT,1h,ote,1751799600000,long,bearish,false,premium,false,1.4115837758866303
4h,TON/USDT,1h,deep,1751868000000,long,bullish,true,discount,true,3.9627948896515512
4h,TON/USDT,1h,ote,1752321600000,long,range,,premium,false,-1.0485984640853492
4h,TON/USDT,1h,deep,1752325200000,long,range,,discount,true,-1.0992554784583357
4h,TON/USDT,1h,ote,1752339600000,short,range,,discount,false,-1.0656266649118191
4h,TON/USDT,1h,deep,1752354000000,short,bullish,false,premium,true,-1.1357731901065184
4h,TON/USDT,1h,breaker,1752339600000,short,range,,discount,false,-1.0514327586206897
4h,TON/USDT,1h,breaker,1753275600000,long,range,,discount,true,0.1933208246301131
4h,TON/USDT,1h,ote,1753275600000,long,range,,discount,true,0.3897167115511724
4h,TON/USDT,1h,deep,1753275600000,long,range,,discount,true,1.322031429651611
4h,TON/USDT,1h,breaker,1753365600000,short,bearish,true,premium,true,0.19448886942675184
4h,TON/USDT,1h,breaker,1753700400000,long,bullish,true,premium,false,-1.027547550776583
4h,TON/USDT,1h,breaker,1753768800000,short,bullish,false,discount,false,0.1798268627741556
4h,TON/USDT,1h,breaker,1753956000000,long,bullish,true,premium,false,0.18556338685665694
4h,TON/USDT,1h,breaker,1754604000000,short,range,,premium,true,0.9005045785820527
4h,TON/USDT,1h,breaker,1754784000000,long,bullish,true,premium,false,0.18674688067712591
4h,TON/USDT,1h,ote,1755050400000,long,bullish,true,premium,false,0.36721603106253714
4h,TON/USDT,1h,deep,1755172800000,long,range,,discount,true,-1.0632585167514812
4h,TON/USDT,1h,ote,1755158400000,long,range,,premium,false,-1.0327820460848576
4h,TON/USDT,1h,deep,1755172800000,long,range,,discount,true,-1.0667117492740785
4h,TON/USDT,1h,breaker,1755158400000,long,range,,premium,false,-1.025916488222698
4h,TON/USDT,1h,breaker,1755709200000,short,bearish,true,premium,true,0.1879294477911646
4h,TON/USDT,1h,breaker,1755831600000,long,bullish,true,premium,false,0.13575808158319888
4h,TON/USDT,1h,breaker,1755954000000,long,range,,premium,false,0.17302791880969806
4h,TON/USDT,1h,breaker,1757206800000,short,bearish,true,premium,true,-1.0830130268199234
4h,TON/USDT,1h,ote,1757426400000,long,range,,premium,false,0.2742116208286155
4h,TON/USDT,1h,deep,1757430000000,long,range,,discount,true,3.7665337107643637
4h,TON/USDT,1h,breaker,1757426400000,long,range,,premium,false,0.10830563397129343
4h,TON/USDT,1h,ote,1757854800000,long,bullish,true,discount,true,-1.0269764303424151
4h,TON/USDT,1h,ote,1757768400000,long,bullish,true,premium,false,0.32157972330493534
4h,TON/USDT,1h,deep,1757782800000,long,bullish,true,discount,true,-1.1643825462650976
4h,TON/USDT,1h,breaker,1757768400000,long,bullish,true,premium,false,0.14553696251767947
4h,TON/USDT,1h,ote,1757883600000,short,range,,discount,false,0.3392599285413688
4h,TON/USDT,1h,ote,1757970000000,short,bearish,true,discount,false,0.3381228558599004
4h,TON/USDT,1h,deep,1758042000000,short,bearish,true,premium,true,1.223404096088706
4h,TON/USDT,1h,breaker,1758139200000,short,bearish,true,discount,false,0.15490411290322662
4h,TON/USDT,1h,breaker,1758488400000,short,range,,discount,false,0.0767941666666625
4h,TON/USDT,1h,ote,1758704400000,long,bearish,false,premium,false,-1.0832057230633068
4h,TON/USDT,1h,deep,1758762000000,long,bullish,true,discount,true,-1.170463084627643
4h,TON/USDT,1h,breaker,1758808800000,short,bullish,false,discount,false,0.867060744125327
4h,TON/USDT,1h,breaker,1759258800000,short,bearish,true,discount,false,-1.0520972337482712
4h,TON/USDT,1h,ote,1760018400000,long,bearish,false,discount,true,-1.0403972662621517
4h,TON/USDT,1h,breaker,1759896000000,long,range,,discount,true,0.174624166666666
4h,TON/USDT,1h,ote,1759892400000,long,range,,discount,true,-1.029692385472358
4h,TON/USDT,1h,breaker,1759849200000,long,range,,discount,true,-1.0234880149812735
4h,TON/USDT,1h,ote,1759579200000,long,bullish,true,discount,true,-1.020355438648632
4h,TON/USDT,1h,deep,1760018400000,long,bearish,false,discount,true,-1.0411428659105362
4h,TON/USDT,1h,ote,1760036400000,short,bearish,true,discount,false,0.3419839295514645
4h,TON/USDT,1h,breaker,1760032800000,short,bearish,true,discount,false,0.16202406862745214
4h,TON/USDT,1h,breaker,1760353200000,long,range,,premium,false,0.18903735706432123
4h,TON/USDT,1h,breaker,1760407200000,long,range,,premium,false,-1.0284528673835125
4h,TON/USDT,1h,breaker,1760662800000,short,range,,discount,false,0.882861282722514
4h,TON/USDT,1h,ote,1760770800000,short,bearish,true,premium,true,0.38410662971107146
4h,TON/USDT,1h,breaker,1760918400000,long,range,,premium,false,0.16848919859514816
4h,TON/USDT,1h,breaker,1761199200000,short,bearish,true,discount,false,0.12315235163204678
4h,TON/USDT,1h,breaker,1761760800000,long,range,,discount,true,0.15346138384754837
4h,TON/USDT,1h,breaker,1761868800000,short,range,,discount,false,-1.0283058500914077
4h,TON/USDT,1h,breaker,1762513200000,long,range,,premium,false,0.88278037414966
4h,TON/USDT,1h,breaker,1762668000000,short,bullish,false,premium,true,-1.0536323529411762
4h,TON/USDT,1h,breaker,1762783200000,long,range,,discount,true,0.17392052483069897
4h,TON/USDT,1h,breaker,1762873200000,short,bullish,false,discount,false,0.1662564229671905
4h,TON/USDT,1h,ote,1763427600000,short,bearish,true,discount,false,1.4047384615384648
4h,TON/USDT,1h,deep,1763478000000,short,bearish,true,premium,true,3.9472293999194497
4h,TON/USDT,1h,breaker,1764507600000,short,bearish,true,discount,false,-1.06115698630137
4h,TON/USDT,1h,ote,1764687600000,short,bearish,true,premium,true,-1.0255267458297992
4h,TON/USDT,1h,deep,1764781200000,short,bullish,false,premium,true,-1.0532639325189064
4h,TON/USDT,1h,breaker,1764684000000,short,bearish,true,premium,true,-1.0199142222222222
4h,TON/USDT,1h,ote,1764684000000,short,bearish,true,premium,true,-1.0164242536613606
4h,TON/USDT,1h,deep,1764734400000,short,bullish,false,premium,true,-1.03453472088437
4h,TON/USDT,1h,ote,1764874800000,long,bullish,true,discount,true,0.3819554398163199
4h,TON/USDT,1h,breaker,1765148400000,long,bearish,false,premium,false,0.1766656571815724
4h,TON/USDT,1h,breaker,1765764000000,short,bearish,true,discount,false,0.8789674792013312
4h,TON/USDT,1h,ote,1766174400000,short,bearish,true,premium,true,-1.0106504656088886
4h,TON/USDT,1h,ote,1766664000000,long,bullish,true,premium,false,1.406467684478375
4h,TON/USDT,1h,breaker,1766642400000,long,bullish,true,premium,false,0.8913338000000011
4h,TON/USDT,1h,breaker,1767049200000,long,bullish,true,discount,true,0.8968275998645903
4h,TON/USDT,1h,ote,1767038400000,long,bullish,true,discount,true,0.3854836587800323
4h,TON/USDT,1h,ote,1766988000000,long,bullish,true,premium,false,-1.0444542489753899
4h,TON/USDT,1h,deep,1766998800000,long,bullish,true,discount,true,-1.0907283761640223
4h,TON/USDT,1h,ote,1767621600000,long,bullish,true,premium,false,0.3417682240629448
4h,TON/USDT,1h,deep,1767718800000,long,bullish,true,discount,true,1.2331257175745383
4h,TON/USDT,1h,breaker,1768233600000,short,range,,discount,false,-1.0522527659574468
4h,TON/USDT,1h,ote,1768413600000,long,bullish,true,discount,true,0.3249564228843502
4h,TON/USDT,1h,deep,1768413600000,long,bullish,true,discount,true,1.1985338963012986
4h,TON/USDT,1h,breaker,1768370400000,long,range,,premium,false,0.14819104838709757
4h,TON/USDT,1h,ote,1768348800000,long,range,,premium,false,-1.0344017246253887
4h,TON/USDT,1h,deep,1768413600000,long,bullish,true,discount,true,-1.070044386271088
4h,TON/USDT,1h,ote,1768672800000,short,bearish,true,premium,true,1.403685300290728
4h,TON/USDT,1h,breaker,1768528800000,short,bearish,true,discount,false,0.1823432331975564
4h,TON/USDT,1h,ote,1769036400000,long,bearish,false,discount,true,-1.0360618886061634
4h,TON/USDT,1h,deep,1769094000000,long,bearish,false,discount,true,-1.073460325770797
4h,TON/USDT,1h,breaker,1769385600000,short,bullish,false,discount,false,0.12700525590551096
4h,TON/USDT,1h,breaker,1769706000000,short,bullish,false,discount,false,0.8861154395604398
4h,TON/USDT,1h,breaker,1770390000000,short,bearish,true,premium,true,-1.0211847754654984
4h,TON/USDT,1h,breaker,1771254000000,long,bullish,true,discount,true,-1.0135212099644129
4h,TON/USDT,1h,breaker,1771336800000,short,range,,discount,false,0.1581944395465985
4h,TON/USDT,1h,breaker,1772287200000,short,range,,discount,false,0.1785104416531612
4h,TON/USDT,1h,ote,1772463600000,short,bearish,true,discount,false,-1.0310764739693956
4h,TON/USDT,1h,breaker,1772413200000,short,bearish,true,discount,false,0.18321021349862235
4h,TON/USDT,1h,ote,1772805600000,long,bullish,true,premium,false,0.38331234136081127
4h,TON/USDT,1h,ote,1772762400000,long,bullish,true,premium,false,0.3851327038971474
4h,TON/USDT,1h,breaker,1773086400000,long,bullish,true,premium,false,-1.0342194805194804
4h,TON/USDT,1h,breaker,1773720000000,long,bearish,false,premium,false,0.1642847641509442
4h,TON/USDT,1h,breaker,1773849600000,short,range,,discount,false,0.16109967223650404
4h,TON/USDT,1h,breaker,1775217600000,long,bearish,false,premium,false,0.1596092977528094
4h,TON/USDT,1h,breaker,1775595600000,short,bullish,false,discount,false,-1.0452424870466321
4h,TON/USDT,1h,breaker,1775646000000,long,range,,premium,false,0.1673686316397222
4h,TON/USDT,1h,ote,1776182400000,long,range,,discount,true,1.4201626755538588
4h,TON/USDT,1h,ote,1775962800000,long,range,,premium,false,1.4218111278856314
4h,TON/USDT,1h,breaker,1776283200000,short,range,,discount,false,0.886621101694915
4h,TON/USDT,1h,ote,1776729600000,short,range,,premium,true,0.37438676844783586
4h,TON/USDT,1h,breaker,1776729600000,short,range,,premium,true,0.18749269999999987
4h,TON/USDT,1h,ote,1776715200000,short,range,,premium,true,-1.0116004489392392
4h,TON/USDT,1h,ote,1777053600000,short,bearish,true,discount,false,0.3615016024770037
4h,TON/USDT,1h,ote,1777330800000,short,bearish,true,discount,false,0.31725476392423113
4h,TON/USDT,1h,deep,1777435200000,short,bearish,true,premium,true,-1.1792069226294368
4h,TON/USDT,1h,ote,1777474800000,long,bearish,false,premium,false,0.3265033277155409
4h,TON/USDT,1h,deep,1777485600000,long,bearish,false,discount,true,3.8658521520364633
4h,TON/USDT,1h,breaker,1777467600000,long,bearish,false,premium,false,0.14940691558441724
4h,TON/USDT,1h,breaker,1777849200000,long,bullish,true,premium,false,0.10583309322034062
4h,TON/USDT,1h,breaker,1777888800000,long,bullish,true,premium,false,0.18062311643835635
4h,TON/USDT,1h,ote,1777888800000,long,bullish,true,premium,false,1.4092446705704025
4h,TON/USDT,1h,breaker,1779105600000,short,bullish,false,premium,true,0.18473782567049768
4h,TON/USDT,1h,ote,1779112800000,long,bullish,true,premium,false,0.36790350559410645
4h,TON/USDT,1h,deep,1779116400000,long,bullish,true,discount,true,1.286901453918763
4h,TON/USDT,1h,breaker,1779721200000,short,bearish,true,premium,true,-1.0146479853479853
4h,TON/USDT,1h,ote,1779721200000,short,bearish,true,premium,true,-1.015185705248403
4h,TON/USDT,1h,deep,1779724800000,short,bearish,true,premium,true,-1.0319862940451434
4h,TON/USDT,1h,breaker,1779717600000,short,bearish,true,premium,true,-1.0117861643252448
4h,TON/USDT,1h,breaker,1780534800000,long,range,,discount,true,0.17936158296943208
4h,TON/USDT,1h,ote,1780358400000,long,bullish,true,premium,false,-1.007028481906608
4h,TON/USDT,1h,deep,1780516800000,long,bullish,true,discount,true,-1.0137214313575758
4h,TON/USDT,1h,breaker,1781287200000,long,bearish,false,premium,false,0.1914681204379564
4h,TON/USDT,1h,ote,1781514000000,long,range,,premium,false,0.37302088182538734
4h,TON/USDT,1h,deep,1781575200000,long,bullish,true,discount,true,-1.0503957342717365
4h,TON/USDT,1h,breaker,1781956800000,short,range,,discount,false,-1.0291831234256927
1h,NEAR/USDT,30m,ote,1748467800000,short,bearish,true,premium,true,-1.045387786259542
1h,NEAR/USDT,30m,deep,1748475000000,short,bearish,true,premium,true,-1.0941298429319368
1h,NEAR/USDT,30m,breaker,1748466000000,short,bearish,true,discount,false,-1.035525
1h,NEAR/USDT,30m,ote,1748525400000,long,range,,discount,true,-1.0303934152547634
1h,NEAR/USDT,30m,deep,1748545200000,long,bearish,false,discount,true,-1.0617969224875492
1h,NEAR/USDT,30m,breaker,1748493000000,long,bearish,false,premium,false,0.18192554878048753
1h,NEAR/USDT,30m,ote,1749126600000,short,bearish,true,premium,true,0.35002958593569544
1h,NEAR/USDT,30m,breaker,1749124800000,short,bearish,true,premium,true,0.16834795454545504
1h,NEAR/USDT,30m,breaker,1749216600000,short,range,,discount,false,-1.014345643153527
1h,NEAR/USDT,30m,breaker,1749677400000,long,range,,discount,true,-1.0094628169014084
1h,NEAR/USDT,30m,ote,1749664800000,long,range,,discount,true,-1.0383865988125531
1h,NEAR/USDT,30m,deep,1749677400000,long,range,,discount,true,-1.0782436300174527
1h,NEAR/USDT,30m,breaker,1749663000000,long,bearish,false,premium,false,-1.0303216666666668
1h,NEAR/USDT,30m,ote,1750118400000,long,bullish,true,discount,true,-1.0329706181709326
1h,NEAR/USDT,30m,deep,1750156200000,long,bullish,true,discount,true,-1.067099753618725
1h,NEAR/USDT,30m,breaker,1750116600000,long,bullish,true,discount,true,-1.026064705882353
1h,NEAR/USDT,30m,breaker,1750278600000,short,bearish,true,premium,true,0.8988155381165924
1h,NEAR/USDT,30m,ote,1750330800000,long,bullish,true,discount,true,-1.0339164225293997
1h,NEAR/USDT,30m,breaker,1750708800000,short,range,,premium,true,0.18411102713178334
1h,NEAR/USDT,30m,breaker,1750705200000,short,range,,premium,true,-1.0313782608695652
1h,NEAR/USDT,30m,ote,1750656600000,short,bearish,true,premium,true,-1.0330414182149885
1h,NEAR/USDT,30m,deep,1750685400000,short,bullish,false,premium,true,-1.068726059468537
1h,NEAR/USDT,30m,breaker,1750636800000,short,bearish,true,premium,true,-1.025820754716981
1h,NEAR/USDT,30m,breaker,1751041800000,short,bearish,true,premium,true,0.16942847402597333
1h,NEAR/USDT,30m,breaker,1751207400000,long,range,,discount,true,0.8811716666666671
1h,NEAR/USDT,30m,breaker,1751265000000,long,range,,discount,true,0.16603996575342334
1h,NEAR/USDT,30m,breaker,1751430600000,short,range,,premium,true,-1.0164893048128343
1h,NEAR/USDT,30m,breaker,1751743800000,short,range,,discount,false,-1.0902151515151517
1h,NEAR/USDT,30m,breaker,1752022800000,long,bullish,true,premium,false,0.8818699999999979
