ladder,symbol,timeframe,scenario,entryAt,direction,netR
t100-241,TON/USDT,15m,ote,1775091600000,long,0.025016477565035757
t100-141-241,TON/USDT,15m,ote,1775091600000,long,0.24700783427652048
t100-161-241,TON/USDT,15m,ote,1775091600000,long,-0.023185650986991636
t100-only,TON/USDT,15m,ote,1775091600000,long,0.16962286322111791
canon,TON/USDT,15m,ote,1775116800000,short,-1.0818652272986213
t100-241,TON/USDT,15m,ote,1775116800000,short,0.060832670616382326
t100-141-241,TON/USDT,15m,ote,1775116800000,short,0.013500037978047743
t100-161-241,TON/USDT,15m,ote,1775116800000,short,0.013500037978047743
t100-only,TON/USDT,15m,ote,1775116800000,short,0.20283056853138606
canon,TON/USDT,15m,deep,1775140200000,short,-1.1691855200437609
t100-241,TON/USDT,15m,deep,1775140200000,short,-1.1691855200437609
t100-141-241,TON/USDT,15m,deep,1775140200000,short,-1.1691855200437609
t100-161-241,TON/USDT,15m,deep,1775140200000,short,-1.1691855200437609
t100-only,TON/USDT,15m,deep,1775140200000,short,-1.1691855200437609
canon,TON/USDT,15m,ote,1775591100000,short,0.11711375459426664
t100-241,TON/USDT,15m,ote,1775591100000,short,-0.14383090189427028
t100-141-241,TON/USDT,15m,ote,1775591100000,short,0.08271261898028251
t100-161-241,TON/USDT,15m,ote,1775591100000,short,0.1675726698708745
t100-only,TON/USDT,15m,ote,1775591100000,short,0.013910347752314506
canon,TON/USDT,15m,deep,1775592000000,short,-1.6226929610238416
t100-241,TON/USDT,15m,deep,1775592000000,short,-1.6226929610238416
t100-141-241,TON/USDT,15m,deep,1775592000000,short,-1.6226929610238416
t100-161-241,TON/USDT,15m,deep,1775592000000,short,-1.6226929610238416
t100-only,TON/USDT,15m,deep,1775592000000,short,-1.6226929610238416
canon,TON/USDT,15m,ote,1775647800000,long,0.3621845207803224
t100-241,TON/USDT,15m,ote,1775647800000,long,0.10150067854113645
t100-141-241,TON/USDT,15m,ote,1775647800000,long,0.05525968334746949
t100-161-241,TON/USDT,15m,ote,1775647800000,long,0.05525968334746949
t100-only,TON/USDT,15m,ote,1775647800000,long,0.2402236641221373
canon,TON/USDT,15m,ote,1775738700000,short,-1.09702793803058
t100-241,TON/USDT,15m,ote,1775738700000,short,-1.09702793803058
t100-141-241,TON/USDT,15m,ote,1775738700000,short,-1.09702793803058
t100-161-241,TON/USDT,15m,ote,1775738700000,short,-1.09702793803058
t100-only,TON/USDT,15m,ote,1775738700000,short,-1.09702793803058
canon,TON/USDT,15m,deep,1775743200000,short,-1.2003841866283647
t100-241,TON/USDT,15m,deep,1775743200000,short,-1.2003841866283647
t100-141-241,TON/USDT,15m,deep,1775743200000,short,-1.2003841866283647
t100-161-241,TON/USDT,15m,deep,1775743200000,short,-1.2003841866283647
t100-only,TON/USDT,15m,deep,1775743200000,short,-1.2003841866283647
canon,TON/USDT,15m,ote,1775758500000,long,1.3983738036212452
t100-241,TON/USDT,15m,ote,1775758500000,long,0.10254956800274845
t100-141-241,TON/USDT,15m,ote,1775758500000,long,0.05633546741066153
t100-161-241,TON/USDT,15m,ote,1775758500000,long,0.05633546741066153
t100-only,TON/USDT,15m,ote,1775758500000,long,0.2411918697790092
canon,TON/USDT,15m,deep,1775780100000,long,3.9356141613777504
t100-241,TON/USDT,15m,deep,1775780100000,long,3.399233271325396
t100-141-241,TON/USDT,15m,deep,1775780100000,long,3.1419448769100375
t100-161-241,TON/USDT,15m,deep,1775780100000,long,3.316377686683161
t100-only,TON/USDT,15m,deep,1775780100000,long,1.5546063079746129
canon,TON/USDT,15m,ote,1775871000000,long,1.4053296651497988
t100-241,TON/USDT,15m,ote,1775871000000,long,0.11008508465867402
t100-141-241,TON/USDT,15m,ote,1775871000000,long,0.06406420244237947
t100-161-241,TON/USDT,15m,ote,1775871000000,long,0.06406420244237947
t100-only,TON/USDT,15m,ote,1775871000000,long,0.24814773130755763
canon,TON/USDT,15m,ote,1775965500000,long,0.32618292081116806
t100-241,TON/USDT,15m,ote,1775965500000,long,0.06549907857198169
t100-141-241,TON/USDT,15m,ote,1775965500000,long,0.2864524198730341
t100-161-241,TON/USDT,15m,ote,1775965500000,long,0.01833496543038685
t100-only,TON/USDT,15m,ote,1775965500000,long,0.20699141799676615
canon,TON/USDT,15m,ote,1775958300000,long,1.4221455123413453
t100-241,TON/USDT,15m,ote,1775958300000,long,1.1614616701021596
t100-141-241,TON/USDT,15m,ote,1775958300000,long,1.0364182010605987
t100-161-241,TON/USDT,15m,ote,1775958300000,long,1.1211934343091141
t100-only,TON/USDT,15m,ote,1775958300000,long,0.2649635784991055
canon,TON/USDT,15m,ote,1776302100000,long,0.3489038374252152
t100-241,TON/USDT,15m,ote,1776302100000,long,0.08821999518602751
t100-141-241,TON/USDT,15m,ote,1776302100000,long,0.3085907488815923
t100-161-241,TON/USDT,15m,ote,1776302100000,long,0.39336598213010787
t100-only,TON/USDT,15m,ote,1776302100000,long,0.22796457179434648
canon,TON/USDT,15m,ote,1776357900000,long,0.3173258679432427
t100-241,TON/USDT,15m,ote,1776357900000,long,0.05664202570405842
t100-141-241,TON/USDT,15m,ote,1776357900000,long,0.009250808642774111
t100-161-241,TON/USDT,15m,ote,1776357900000,long,0.009250808642774111
t100-only,TON/USDT,15m,ote,1776357900000,long,0.1988156768879113
canon,TON/USDT,15m,deep,1776427200000,long,-1.1738085278196826
t100-241,TON/USDT,15m,deep,1776427200000,long,0.6464524403230164
t100-141-241,TON/USDT,15m,deep,1776427200000,long,0.37279878427544993
t100-161-241,TON/USDT,15m,deep,1776427200000,long,0.37279878427544993
t100-only,TON/USDT,15m,deep,1776427200000,long,1.4674134084657156
canon,TON/USDT,15m,ote,1776392100000,long,-1.0273113947727617
t100-241,TON/USDT,15m,ote,1776392100000,long,0.1100536685034458
t100-141-241,TON/USDT,15m,ote,1776392100000,long,0.06403198074470996
t100-161-241,TON/USDT,15m,ote,1776392100000,long,0.06403198074470996
t100-only,TON/USDT,15m,ote,1776392100000,long,0.24811873177965332
canon,TON/USDT,15m,ote,1776468600000,short,1.3855779661827308
t100-241,TON/USDT,15m,ote,1776468600000,short,1.1246333096941805
t100-141-241,TON/USDT,15m,ote,1776468600000,short,0.9994647346305674
t100-161-241,TON/USDT,15m,ote,1776468600000,short,1.0843247855211522
t100-only,TON/USDT,15m,ote,1776468600000,short,0.22723827152624043
canon,TON/USDT,15m,ote,1776767400000,long,-1.0721058524173028
t100-241,TON/USDT,15m,ote,1776767400000,long,0.06845881497637292
t100-141-241,TON/USDT,15m,ote,1776767400000,long,0.021370592511814366
t100-161-241,TON/USDT,15m,ote,1776767400000,long,0.021370592511814366
t100-only,TON/USDT,15m,ote,1776767400000,long,0.20972348237004854
canon,TON/USDT,15m,deep,1776769200000,long,-1.147624083769633
t100-241,TON/USDT,15m,deep,1776769200000,long,0.6707665669409112
t100-141-241,TON/USDT,15m,deep,1776769200000,long,0.3977363500373965
t100-161-241,TON/USDT,15m,deep,1776769200000,long,0.3977363500373965
t100-only,TON/USDT,15m,deep,1776769200000,long,1.4898572176514553
canon,TON/USDT,15m,ote,1776816000000,short,1.3562752453653175
t100-241,TON/USDT,15m,ote,1776816000000,short,0.05552973464194826
t100-141-241,TON/USDT,15m,ote,1776816000000,short,0.008061129286320065
t100-161-241,TON/USDT,15m,ote,1776816000000,short,0.008061129286320065
t100-only,TON/USDT,15m,ote,1776816000000,short,0.19793555070883279
canon,TON/USDT,15m,deep,1776832200000,short,3.847511892296165
t100-241,TON/USDT,15m,deep,1776832200000,short,3.3105943530291544
t100-141-241,TON/USDT,15m,deep,1776832200000,short,3.0530485415108295
t100-161-241,TON/USDT,15m,deep,1776832200000,short,3.227655871353762
t100-only,TON/USDT,15m,deep,1776832200000,short,1.4641218399401579
canon,TON/USDT,15m,ote,1776999600000,short,0.35948421349729615
t100-241,TON/USDT,15m,ote,1776999600000,short,0.0985395570087453
t100-141-241,TON/USDT,15m,ote,1776999600000,short,0.3188684507319512
t100-161-241,TON/USDT,15m,ote,1776999600000,short,0.05217376761124
t100-only,TON/USDT,15m,ote,1776999600000,short,0.2376369252012612
canon,TON/USDT,15m,ote,1777028400000,short,-1.0956057967879185
t100-241,TON/USDT,15m,ote,1777028400000,short,0.048073570376322844
t100-141-241,TON/USDT,15m,ote,1777028400000,short,0.00041378132157572634
t100-161-241,TON/USDT,15m,ote,1777028400000,short,0.00041378132157572634
t100-only,TON/USDT,15m,ote,1777028400000,short,0.1910529375405641
canon,TON/USDT,15m,deep,1777035600000,short,-1.1974580007206928
t100-241,TON/USDT,15m,deep,1777035600000,short,-1.1974580007206928
t100-141-241,TON/USDT,15m,deep,1777035600000,short,-1.1974580007206928
t100-161-241,TON/USDT,15m,deep,1777035600000,short,-1.1974580007206928
t100-only,TON/USDT,15m,deep,1777035600000,short,-1.1974580007206928
canon,TON/USDT,15m,ote,1777990500000,long,1.4246802408441799
t100-241,TON/USDT,15m,ote,1777990500000,long,1.1639963986049944
t100-141-241,TON/USDT,15m,ote,1777990500000,long,1.0389529295634334
t100-161-241,TON/USDT,15m,ote,1777990500000,long,1.1237281628119495
t100-only,TON/USDT,15m,ote,1777990500000,long,0.26749830700194077
canon,TON/USDT,15m,ote,1778153400000,long,-1.0316952647665507
t100-241,TON/USDT,15m,ote,1778153400000,long,0.10598293208064086
t100-141-241,TON/USDT,15m,ote,1778153400000,long,0.05985686646491031
t100-161-241,TON/USDT,15m,ote,1778153400000,long,0.05985686646491031
t100-only,TON/USDT,15m,ote,1778153400000,long,0.24436112892783246
canon,TON/USDT,15m,deep,1778156100000,long,-1.0644755971374578
t100-241,TON/USDT,15m,deep,1778156100000,long,-1.0644755971374578
t100-141-241,TON/USDT,15m,deep,1778156100000,long,-1.0644755971374578
t100-161-241,TON/USDT,15m,deep,1778156100000,long,-1.0644755971374578
t100-only,TON/USDT,15m,deep,1778156100000,long,-1.0644755971374578
canon,TON/USDT,15m,ote,1778243400000,short,1.415688526556123
t100-241,TON/USDT,15m,ote,1778243400000,short,0.11989412259864889
t100-141-241,TON/USDT,15m,ote,1778243400000,short,0.07407588616498717
t100-161-241,TON/USDT,15m,ote,1778243400000,short,0.07407588616498717
t100-only,TON/USDT,15m,ote,1778243400000,short,0.257348831899634
canon,TON/USDT,15m,ote,1778381100000,short,0.37549093038018533
t100-241,TON/USDT,15m,ote,1778381100000,short,0.11454627389163573
t100-141-241,TON/USDT,15m,ote,1778381100000,short,0.3344647389768177
t100-161-241,TON/USDT,15m,ote,1778381100000,short,0.41932478986740274
t100-only,TON/USDT,15m,ote,1778381100000,short,0.25241235617008256
canon,TON/USDT,15m,ote,1778386500000,long,-1.025988367323687
t100-241,TON/USDT,15m,ote,1778386500000,long,0.1112821939918733
t100-141-241,TON/USDT,15m,ote,1778386500000,long,0.06529200688668657
t100-161-241,TON/USDT,15m,ote,1778386500000,long,0.06529200688668657
t100-only,TON/USDT,15m,ote,1778386500000,long,0.24925275530743352
canon,TON/USDT,15m,deep,1778399100000,long,-1.0527331327654916
t100-241,TON/USDT,15m,deep,1778399100000,long,-1.0527331327654916
t100-141-241,TON/USDT,15m,deep,1778399100000,long,-1.0527331327654916
t100-161-241,TON/USDT,15m,deep,1778399100000,long,-1.0527331327654916
t100-only,TON/USDT,15m,deep,1778399100000,long,-1.0527331327654916
canon,TON/USDT,15m,ote,1778423400000,short,0.37734712737350184
t100-241,TON/USDT,15m,ote,1778423400000,short,0.11640247088495291
t100-141-241,TON/USDT,15m,ote,1778423400000,short,0.07049470492017093
t100-161-241,TON/USDT,15m,ote,1778423400000,short,0.07049470492017093
t100-only,TON/USDT,15m,ote,1778423400000,short,0.2541257687792989
canon,TON/USDT,15m,ote,1779044400000,short,-1.053613349564999
t100-241,TON/USDT,15m,ote,1779044400000,short,0.08706655708331865
t100-141-241,TON/USDT,15m,ote,1779044400000,short,0.04040658820054609
t100-161-241,TON/USDT,15m,ote,1779044400000,short,0.04040658820054609
t100-only,TON/USDT,15m,ote,1779044400000,short,0.22704646373163634
canon,TON/USDT,15m,deep,1779046200000,short,-1.1110546930840035
t100-241,TON/USDT,15m,deep,1779046200000,short,-1.1110546930840035
t100-141-241,TON/USDT,15m,deep,1779046200000,short,-1.1110546930840035
t100-161-241,TON/USDT,15m,deep,1779046200000,short,-1.1110546930840035
t100-only,TON/USDT,15m,deep,1779046200000,short,-1.1110546930840035
canon,TON/USDT,15m,ote,1779057900000,long,0.36589476526045306
t100-241,TON/USDT,15m,ote,1779057900000,long,0.10521092302126733
t100-141-241,TON/USDT,15m,ote,1779057900000,long,0.059065062301450116
t100-161-241,TON/USDT,15m,ote,1779057900000,long,0.059065062301450116
t100-only,TON/USDT,15m,ote,1779057900000,long,0.243648505180719
canon,TON/USDT,15m,deep,1779060600000,long,1.282768286635388
t100-241,TON/USDT,15m,deep,1779060600000,long,0.7463873965830303
t100-141-241,TON/USDT,15m,deep,1779060600000,long,1.3750658778896026
t100-161-241,TON/USDT,15m,deep,1779060600000,long,1.5494986876627275
t100-only,TON/USDT,15m,deep,1779060600000,long,1.5596610603980317
canon,TON/USDT,15m,ote,1779178500000,long,-1.0228849379158127
t100-241,TON/USDT,15m,ote,1779178500000,long,0.11416394987061233
t100-141-241,TON/USDT,15m,ote,1779178500000,long,0.06824765394180395
t100-161-241,TON/USDT,15m,ote,1779178500000,long,0.06824765394180395
t100-only,TON/USDT,15m,ote,1779178500000,long,0.2519128376570374
canon,TON/USDT,15m,deep,1779201900000,long,-1.0463475424131645
t100-241,TON/USDT,15m,deep,1779201900000,long,0.7648090696290603
t100-141-241,TON/USDT,15m,deep,1779201900000,long,0.4941901989483187
t100-161-241,TON/USDT,15m,deep,1779201900000,long,0.4941901989483187
t100-only,TON/USDT,15m,deep,1779201900000,long,1.576665681671285
canon,TON/USDT,15m,ote,1779358500000,long,-1.030917070335815
t100-241,TON/USDT,15m,ote,1779358500000,long,0.10670554119489628
t100-141-241,TON/USDT,15m,ote,1779358500000,long,0.06059800401799249
t100-161-241,TON/USDT,15m,ote,1779358500000,long,0.06059800401799249
t100-only,TON/USDT,15m,ote,1779358500000,long,0.2450281527256076
canon,TON/USDT,15m,ote,1779326100000,long,-1.0653475186263204
t100-241,TON/USDT,15m,ote,1779326100000,long,0.07473441063942983
t100-141-241,TON/USDT,15m,ote,1779326100000,long,0.02780710088417973
t100-161-241,TON/USDT,15m,ote,1779326100000,long,0.02780710088417973
t100-only,TON/USDT,15m,ote,1779326100000,long,0.21551633990518013
canon,TON/USDT,15m,deep,1779327900000,long,-1.1337181927756217
t100-241,TON/USDT,15m,deep,1779327900000,long,0.6836791800067751
t100-141-241,TON/USDT,15m,deep,1779327900000,long,0.41098005574597624
t100-161-241,TON/USDT,15m,deep,1779327900000,long,0.41098005574597624
t100-only,TON/USDT,15m,deep,1779327900000,long,1.5017765527891718
canon,TON/USDT,15m,ote,1779561000000,short,1.3914835224634774
t100-241,TON/USDT,15m,ote,1779561000000,short,0.09367203483161812
t100-141-241,TON/USDT,15m,ote,1779561000000,short,0.047181437173160964
t100-161-241,TON/USDT,15m,ote,1779561000000,short,0.047181437173160964
t100-only,TON/USDT,15m,ote,1779561000000,short,0.23314382780698953
canon,TON/USDT,15m,deep,1779569100000,short,3.919956148314902
t100-241,TON/USDT,15m,deep,1779569100000,short,3.383038609047889
t100-141-241,TON/USDT,15m,deep,1779569100000,short,3.1254927975295623
t100-161-241,TON/USDT,15m,deep,1779569100000,short,3.300100127372495
t100-only,TON/USDT,15m,deep,1779569100000,short,1.5365660959588836
canon,TON/USDT,15m,ote,1779656400000,short,-1.0282346785529992
t100-241,TON/USDT,15m,ote,1779656400000,short,0.11063246588017642
t100-141-241,TON/USDT,15m,ote,1779656400000,short,0.0645767510691179
t100-161-241,TON/USDT,15m,ote,1779656400000,short,0.0645767510691179
t100-only,TON/USDT,15m,ote,1779656400000,short,0.24879961031335202
canon,TON/USDT,15m,ote,1779746400000,long,0.3868137184101364
t100-241,TON/USDT,15m,ote,1779746400000,long,0.12612987617095037
t100-141-241,TON/USDT,15m,ote,1779746400000,long,0.08052039886522731
t100-161-241,TON/USDT,15m,ote,1779746400000,long,0.08052039886522731
t100-only,TON/USDT,15m,ote,1779746400000,long,0.26295830808811943
canon,TON/USDT,15m,ote,1779737400000,long,0.38818635087052533
t100-241,TON/USDT,15m,ote,1779737400000,long,0.1275025086313392
t100-141-241,TON/USDT,15m,ote,1779737400000,long,0.08192822702972863
t100-161-241,TON/USDT,15m,ote,1779737400000,long,0.08192822702972863
t100-only,TON/USDT,15m,ote,1779737400000,long,0.26422535343617093
canon,TON/USDT,15m,ote,1779830100000,long,-1.0340435114503816
t100-241,TON/USDT,15m,ote,1779830100000,long,0.10380241730279813
t100-141-241,TON/USDT,15m,ote,1779830100000,long,0.05762044105173817
t100-161-241,TON/USDT,15m,ote,1779830100000,long,0.05762044105173817
t100-only,TON/USDT,15m,ote,1779830100000,long,0.24234834605597794
canon,TON/USDT,15m,deep,1779854400000,long,-1.0693073298429319
t100-241,TON/USDT,15m,deep,1779854400000,long,-1.0693073298429319
t100-141-241,TON/USDT,15m,deep,1779854400000,long,-1.0693073298429319
t100-161-241,TON/USDT,15m,deep,1779854400000,long,-1.0693073298429319
t100-only,TON/USDT,15m,deep,1779854400000,long,-1.0693073298429319
canon,TON/USDT,15m,ote,1779986700000,short,0.3471559252107116
t100-241,TON/USDT,15m,ote,1779986700000,short,0.08621126872216212
t100-141-241,TON/USDT,15m,ote,1779986700000,short,0.03952936936859072
t100-161-241,TON/USDT,15m,ote,1779986700000,short,0.03952936936859072
t100-only,TON/USDT,15m,ote,1779986700000,short,0.22625696678287624
canon,TON/USDT,15m,ote,1780232400000,long,-1.0469524878442042
t100-241,TON/USDT,15m,ote,1780232400000,long,0.09181551065139203
t100-141-241,TON/USDT,15m,ote,1780232400000,long,0.04532617781952658
t100-161-241,TON/USDT,15m,ote,1780232400000,long,0.04532617781952658
t100-only,TON/USDT,15m,ote,1780232400000,long,0.2312835091469883
canon,TON/USDT,15m,deep,1780236000000,long,-1.095868731532839
t100-241,TON/USDT,15m,deep,1780236000000,long,0.7188251083036491
t100-141-241,TON/USDT,15m,deep,1780236000000,long,0.4470271616914864
t100-161-241,TON/USDT,15m,deep,1780236000000,long,0.4470271616914864
t100-only,TON/USDT,15m,deep,1780236000000,long,1.5342189481401374
canon,TON/USDT,15m,ote,1780359300000,long,-1.007028481906608
t100-241,TON/USDT,15m,ote,1780359300000,long,-1.007028481906608
t100-141-241,TON/USDT,15m,ote,1780359300000,long,-1.007028481906608
t100-161-241,TON/USDT,15m,ote,1780359300000,long,-1.007028481906608
t100-only,TON/USDT,15m,ote,1780359300000,long,-1.007028481906608
canon,TON/USDT,15m,ote,1780500600000,long,-1.0304144713334416
t100-241,TON/USDT,15m,ote,1780500600000,long,-1.0304144713334416
t100-141-241,TON/USDT,15m,ote,1780500600000,long,-1.0304144713334416
t100-161-241,TON/USDT,15m,ote,1780500600000,long,-1.0304144713334416
t100-only,TON/USDT,15m,ote,1780500600000,long,-1.0304144713334416
canon,TON/USDT,15m,deep,1780503300000,long,-1.0618402472986517
t100-241,TON/USDT,15m,deep,1780503300000,long,-1.0618402472986517
t100-141-241,TON/USDT,15m,deep,1780503300000,long,-1.0618402472986517
t100-161-241,TON/USDT,15m,deep,1780503300000,long,-1.0618402472986517
t100-only,TON/USDT,15m,deep,1780503300000,long,-1.0618402472986517
canon,TON/USDT,15m,ote,1780793100000,long,1.389052734542814
t100-241,TON/USDT,15m,ote,1780793100000,long,1.128368892303628
t100-141-241,TON/USDT,15m,ote,1780793100000,long,1.003325423262067
t100-161-241,TON/USDT,15m,ote,1780793100000,long,1.0881006565105822
t100-only,TON/USDT,15m,ote,1780793100000,long,0.23187080070057325
canon,TON/USDT,15m,ote,1780948800000,long,-1.0190859127654306
t100-241,TON/USDT,15m,ote,1780948800000,long,0.11769161608168276
t100-141-241,TON/USDT,15m,ote,1780948800000,long,0.07186577313264501
t100-161-241,TON/USDT,15m,ote,1780948800000,long,0.07186577313264501
t100-only,TON/USDT,15m,ote,1780948800000,long,0.25516914492879594
canon,TON/USDT,15m,ote,1780979400000,short,1.4033453226494725
t100-241,TON/USDT,15m,ote,1780979400000,short,0.10652231836644409
t100-141-241,TON/USDT,15m,ote,1780979400000,short,0.060361215157597674
t100-161-241,TON/USDT,15m,ote,1780979400000,short,0.060361215157597674
t100-only,TON/USDT,15m,ote,1780979400000,short,0.24500562799298334
canon,TON/USDT,15m,deep,1780983900000,short,3.944362889011745
t100-241,TON/USDT,15m,deep,1780983900000,short,3.407445349744729
t100-141-241,TON/USDT,15m,deep,1780983900000,short,3.149899538226404
t100-161-241,TON/USDT,15m,deep,1780983900000,short,3.324506868069336
t100-only,TON/USDT,15m,deep,1780983900000,short,1.5609728366557214
canon,TON/USDT,15m,ote,1781148600000,short,-1.0165519901270086
t100-241,TON/USDT,15m,ote,1781148600000,short,0.1214806765614529
t100-141-241,TON/USDT,15m,ote,1781148600000,short,0.07570312099863244
t100-161-241,TON/USDT,15m,ote,1781148600000,short,0.07570312099863244
t100-only,TON/USDT,15m,ote,1781148600000,short,0.25881334324991434
canon,TON/USDT,15m,ote,1781226900000,long,0.36272973840233697
t100-241,TON/USDT,15m,ote,1781226900000,long,0.10204589616315159
t100-141-241,TON/USDT,15m,ote,1781226900000,long,0.055818880908510296
t100-161-241,TON/USDT,15m,ote,1781226900000,long,0.055818880908510296
t100-only,TON/USDT,15m,ote,1781226900000,long,0.2407269419270754
canon,TON/USDT,15m,ote,1781239500000,long,0.3499700896043821
t100-241,TON/USDT,15m,ote,1781239500000,long,0.08928624736519541
t100-141-241,TON/USDT,15m,ote,1781239500000,long,0.04273206162855532
t100-161-241,TON/USDT,15m,ote,1781239500000,long,0.04273206162855532
t100-only,TON/USDT,15m,ote,1781239500000,long,0.22894880457511566
canon,TON/USDT,15m,deep,1781244900000,long,1.2500018074058805
t100-241,TON/USDT,15m,deep,1781244900000,long,0.713620917353521
t100-141-241,TON/USDT,15m,deep,1781244900000,long,1.3431395647941857
t100-161-241,TON/USDT,15m,deep,1781244900000,long,1.5175723745673082
t100-only,TON/USDT,15m,deep,1781244900000,long,1.5294150795707955
canon,TON/USDT,15m,ote,1781334900000,short,-1.0314533854651524
t100-241,TON/USDT,15m,ote,1781334900000,short,0.10764366660460498
t100-141-241,TON/USDT,15m,ote,1781334900000,short,0.06151131591468587
t100-161-241,TON/USDT,15m,ote,1781334900000,short,0.06151131591468587
t100-only,TON/USDT,15m,ote,1781334900000,short,0.2460407186743623
canon,TON/USDT,15m,ote,1781692200000,short,0.3600470198583897
t100-241,TON/USDT,15m,ote,1781692200000,short,0.099102363369841
t100-141-241,TON/USDT,15m,ote,1781692200000,short,0.05275100490467185
t100-161-241,TON/USDT,15m,ote,1781692200000,short,0.05275100490467185
t100-only,TON/USDT,15m,ote,1781692200000,short,0.23815643876534845
canon,TON/USDT,15m,deep,1781712900000,short,1.2685150722740737
t100-241,TON/USDT,15m,deep,1781712900000,short,0.7315975330070583
t100-141-241,TON/USDT,15m,deep,1781712900000,short,1.3613033822748328
t100-161-241,TON/USDT,15m,deep,1781712900000,short,0.4598367099172937
t100-only,TON/USDT,15m,deep,1781712900000,short,1.546880002276352
canon,TON/USDT,30m,ote,1748212200000,short,0.3171372570056768
t100-241,TON/USDT,30m,ote,1748212200000,short,0.05619260051712717
t100-141-241,TON/USDT,30m,ote,1748212200000,short,0.008740991722401007
t100-161-241,TON/USDT,30m,ote,1748212200000,short,0.008740991722401007
t100-only,TON/USDT,30m,ote,1748212200000,short,0.19854742690130564
canon,TON/USDT,30m,ote,1748226600000,long,0.33726406090871003
t100-241,TON/USDT,30m,ote,1748226600000,long,0.07658021866952283
t100-141-241,TON/USDT,30m,ote,1748226600000,long,0.02970023732530133
t100-161-241,TON/USDT,30m,ote,1748226600000,long,0.02970023732530133
t100-only,TON/USDT,30m,ote,1748226600000,long,0.21722016270218733
canon,TON/USDT,30m,deep,1748266200000,long,3.886290177706605
t100-241,TON/USDT,30m,deep,1748266200000,long,0.6874770991472385
t100-141-241,TON/USDT,30m,deep,1748266200000,long,0.4148753574285
t100-161-241,TON/USDT,30m,deep,1748266200000,long,0.4148753574285
t100-only,TON/USDT,30m,deep,1748266200000,long,1.5052823243034545
canon,TON/USDT,30m,ote,1748534400000,long,-1.0317134340200826
t100-241,TON/USDT,30m,ote,1748534400000,long,0.10596606063093458
t100-141-241,TON/USDT,30m,ote,1748534400000,long,0.059839562413928814
t100-161-241,TON/USDT,30m,ote,1748534400000,long,0.059839562413928814
t100-only,TON/USDT,30m,ote,1748534400000,long,0.24434555528195184
canon,TON/USDT,30m,deep,1748565000000,long,-1.064512982041322
t100-241,TON/USDT,30m,deep,1748565000000,long,-1.064512982041322
t100-141-241,TON/USDT,30m,deep,1748565000000,long,-1.064512982041322
t100-161-241,TON/USDT,30m,deep,1748565000000,long,-1.064512982041322
t100-only,TON/USDT,30m,deep,1748565000000,long,-1.064512982041322
canon,TON/USDT,30m,ote,1749204000000,short,-1.0339721752533129
t100-241,TON/USDT,30m,ote,1749204000000,short,-1.0339721752533129
t100-141-241,TON/USDT,30m,ote,1749204000000,short,-1.0339721752533129
t100-161-241,TON/USDT,30m,ote,1749204000000,short,-1.0339721752533129
t100-only,TON/USDT,30m,ote,1749204000000,short,-1.0339721752533129
canon,TON/USDT,30m,deep,1749220200000,short,-1.0706411773536753
t100-241,TON/USDT,30m,deep,1749220200000,short,-1.0706411773536753
t100-141-241,TON/USDT,30m,deep,1749220200000,short,-1.0706411773536753
t100-161-241,TON/USDT,30m,deep,1749220200000,short,-1.0706411773536753
t100-only,TON/USDT,30m,deep,1749220200000,short,-1.0706411773536753
canon,TON/USDT,30m,ote,1749571200000,long,-1.06714032361493
t100-241,TON/USDT,30m,ote,1749571200000,long,0.07306966315000393
t100-141-241,TON/USDT,30m,ote,1749571200000,long,0.02609966756169268
t100-161-241,TON/USDT,30m,ote,1749571200000,long,0.02609966756169268
t100-only,TON/USDT,30m,ote,1749571200000,long,0.21397964991493773
canon,TON/USDT,30m,deep,1749576600000,long,-1.1374070533019232
t100-241,TON/USDT,30m,deep,1749576600000,long,0.6802538095180675
t100-141-241,TON/USDT,30m,deep,1749576600000,long,0.40746685524473714
t100-161-241,TON/USDT,30m,deep,1749576600000,long,0.40746685524473714
t100-only,TON/USDT,30m,deep,1749576600000,long,1.4986146723380582
canon,TON/USDT,30m,ote,1749652200000,short,1.3905079551625827
t100-241,TON/USDT,30m,ote,1749652200000,short,0.09261517025565214
t100-141-241,TON/USDT,30m,ote,1749652200000,short,0.04609747350550382
t100-161-241,TON/USDT,30m,ote,1749652200000,short,0.04609747350550382
t100-only,TON/USDT,30m,ote,1749652200000,short,0.23216826050609707
canon,TON/USDT,30m,ote,1749735000000,short,1.3170221958520099
t100-241,TON/USDT,30m,ote,1749735000000,short,0.013005597669190683
t100-141-241,TON/USDT,30m,ote,1749735000000,short,-0.03555337017291947
t100-161-241,TON/USDT,30m,ote,1749735000000,short,-0.03555337017291947
t100-only,TON/USDT,30m,ote,1749735000000,short,0.15868250119552113
canon,TON/USDT,30m,ote,1750113000000,long,1.321349254816424
t100-241,TON/USDT,30m,ote,1750113000000,long,1.0606654125772401
t100-141-241,TON/USDT,30m,ote,1750113000000,long,0.9356219435356793
t100-161-241,TON/USDT,30m,ote,1750113000000,long,1.020397176784194
t100-only,TON/USDT,30m,ote,1750113000000,long,0.1641673209741898
canon,TON/USDT,30m,deep,1750118400000,long,-1.2569827225130898
t100-241,TON/USDT,30m,deep,1750118400000,long,-1.2569827225130898
t100-141-241,TON/USDT,30m,deep,1750118400000,long,-1.2569827225130898
